"uri","height","weight"
"http://dbpedia.org/resource/Hiroshi_Yamato","177.0","82.0"
"http://dbpedia.org/resource/Hiroyo_Matsumoto","166.0","70.0"
"http://dbpedia.org/resource/Hiroyoshi_Tenzan","183.0","115.0"
"http://dbpedia.org/resource/Hisakatsu_Oya","185.0","105.0"
"http://dbpedia.org/resource/Histeria_(wrestler)","170.0","86.0"
"http://dbpedia.org/resource/Hitoshi_Kumano","170.0","90.0"
"http://dbpedia.org/resource/Ho_Ho_Lun","170.18","70.308"
"http://dbpedia.org/resource/Liván_López","172.0","79.0"
"http://dbpedia.org/resource/Lizmark","173.0","93.0"
"http://dbpedia.org/resource/Lizmark_Jr.","188.0","119.0"
"http://dbpedia.org/resource/Lizzy_Valentine","162.56","54.432"
"http://dbpedia.org/resource/Lloyd_Anoa'i","187.96","164.6568"
"http://dbpedia.org/resource/Lluvia","160.0","60.0"
"http://dbpedia.org/resource/Lobo_(wrestler)","177.8","106.596"
"http://dbpedia.org/resource/Loco_Max","170.0","75.0"
"http://dbpedia.org/resource/Lodi_(wrestler)","177.8","99.792"
"http://dbpedia.org/resource/Lofty_Blomfield","187.96","101.6064"
"http://dbpedia.org/resource/Lola_González","163.0","67.0"
"http://dbpedia.org/resource/Lollipop_(wrestler)","170.18","53.5248"
"http://dbpedia.org/resource/Lonnie_Mayne","182.88","124.74"
"http://dbpedia.org/resource/Lord_Alfred_Hayes","167.6","107.9"
"http://dbpedia.org/resource/Lord_Athol_Layton","195.57999999999998","117.936"
"http://dbpedia.org/resource/Lord_James_Blears","182.88","105.6888"
"http://dbpedia.org/resource/Lord_Littlebrook","132.08","48.9888"
"http://dbpedia.org/resource/Lord_Zoltan","180.34","100.6992"
"http://dbpedia.org/resource/Lorenzo_Calafiore","145.0","48.0"
"http://dbpedia.org/resource/Lorenzo_Parente","180.34","103.8744"
"http://dbpedia.org/resource/Lou_Albano","177.8","158.76"
"http://dbpedia.org/resource/Lou_Marconi","180.34","105.6888"
"http://dbpedia.org/resource/Lou_Perez","182.88","101.1528"
"http://dbpedia.org/resource/Lou_Thesz","187.96","102.06"
"http://dbpedia.org/resource/Louie_Spicolli","180.34","117.0288"
"http://dbpedia.org/resource/Louisa_Porogovska","121.92","55.0"
"http://dbpedia.org/resource/Low_Ki","172.72","78.9264"
"http://dbpedia.org/resource/LuFisto","157.48000000000002","77.112"
"http://dbpedia.org/resource/Luc_Poirier","196.0","135.0"
"http://dbpedia.org/resource/Luchasaurus","195.57999999999998","105.6888"
"http://dbpedia.org/resource/Lucifer_(wrestler)","190.5","127.008"
"http://dbpedia.org/resource/Luciferno","175.0","98.0"
"http://dbpedia.org/resource/Lucky_Cannon","195.57999999999998","116.5752"
"http://dbpedia.org/resource/Lucky_Kid","182.88","81.648"
"http://dbpedia.org/resource/Ludmila_Cristea","165.0","55.0"
"http://dbpedia.org/resource/Luis_Liendo_(wrestler)","172.0","60.0"
"http://dbpedia.org/resource/Luis_Vivenes","185.0","96.0"
"http://dbpedia.org/resource/Luke_Brown","203.2","148.7808"
"http://dbpedia.org/resource/Luke_Graham_(wrestler)","185.42","99.3384"
"http://dbpedia.org/resource/Luke_Hawx","182.88","102.9672"
"http://dbpedia.org/resource/Luke_Robinson_(wrestler)","185.42","95.256"
"http://dbpedia.org/resource/Lumberjack_Pierre","182.88","115.668"
"http://dbpedia.org/resource/Luna_Mágica","150.0","55.0"
"http://dbpedia.org/resource/Luther_Lindsay","193.04","106.596"
"http://dbpedia.org/resource/Luther_Reigns","195.57999999999998","129.276"
"http://dbpedia.org/resource/Myron_Reed_(wrestler)","182.88","78.0192"
"http://dbpedia.org/resource/Myzteziz_Jr.","170.0","70.0"
"http://dbpedia.org/resource/Máscara_Año_2000","179.0","97.0"
"http://dbpedia.org/resource/Máscara_Año_2000_Jr.","182.0","102.0"
"http://dbpedia.org/resource/Máscara_Mágica_II","170.0","88.0"
"http://dbpedia.org/resource/Máscara_Sagrada","180.0","115.0"
"http://dbpedia.org/resource/Máximo_(wrestler)","170.0","92.0"
"http://dbpedia.org/resource/Místico","170.18","81.648"
"http://dbpedia.org/resource/Nagisa_Nozaki","167.0","58.0"
"http://dbpedia.org/resource/Naidangiin_Otgonjargal","160.0","55.0"
"http://dbpedia.org/resource/Nailz","195.57999999999998","136.9872"
"http://dbpedia.org/resource/Namig_Abdullayev","167.0","55.0"
"http://dbpedia.org/resource/Nanae_Takahashi","167.0","64.0"
"http://dbpedia.org/resource/Naohiro_Hoshikawa","173.0","90.0"
"http://dbpedia.org/resource/Naoki_Sano","180.0","110.0"
"http://dbpedia.org/resource/Naomi_Yoshimura","180.0","117.0"
"http://dbpedia.org/resource/Naomichi_Marufuji","176.0","90.0"
"http://dbpedia.org/resource/Naoya_Nomura","185.0","110.0"
"http://dbpedia.org/resource/Naruki_Doi","173.0","82.0"
"http://dbpedia.org/resource/Nash_Carter","177.8","79.8336"
"http://dbpedia.org/resource/Natalia_Golts","164.0","55.0"
"http://dbpedia.org/resource/Nataliya_Synyshyn","165.0","55.0"
"http://dbpedia.org/resource/Natalya_Neidhart","165.1","61.236"
"http://dbpedia.org/resource/Nate_Diaz","182.88","77.112"
"http://dbpedia.org/resource/Nathan_Cruz","187.96","96.6168"
"http://dbpedia.org/resource/Nathan_Jones_(wrestler)","210.82","145.152"
"http://dbpedia.org/resource/Nathaniel_Tuamoheloa","180.0","88.0"
"http://dbpedia.org/resource/Natsuki_Taiyo","152.0","57.0"
"http://dbpedia.org/resource/Natsuko_Tora","154.0","75.0"
"http://dbpedia.org/resource/Natsumi_Maki","150.0","47.0"
"http://dbpedia.org/resource/Nazmi_Avluca","177.0","84.0"
"http://dbpedia.org/resource/Necro_Butcher","187.96","104.328"
"http://dbpedia.org/resource/Negro_Casas","170.0","79.0"
"http://dbpedia.org/resource/Negro_Navarro","175.0","90.0"
"http://dbpedia.org/resource/Neil_Faith","195.57999999999998","121.5648"
"http://dbpedia.org/resource/Neil_Superior","195.57999999999998","120.6576"
"http://dbpedia.org/resource/Neko_Nitta","154.0","55.0"
"http://dbpedia.org/resource/Nelson_Davidyan","160.0","62.0"
"http://dbpedia.org/resource/Nelson_Royal","172.72","97.9776"
"http://dbpedia.org/resource/Petey_Williams","170.18","81.1944"
"http://dbpedia.org/resource/Peyton_Royce","170.18","59.8752"
"http://dbpedia.org/resource/Pez_Whatley","177.8","111.132"
"http://dbpedia.org/resource/Phil_Apollo","177.8","131.544"
"http://dbpedia.org/resource/Phil_Hickerson","185.42","139.7088"
"http://dbpedia.org/resource/Phil_Lafon","180.34","104.7816"
"http://dbpedia.org/resource/Phil_Powers","177.8","99.792"
"http://dbpedia.org/resource/Pierre_Carl_Ouellet","185.42","136.08"
"http://dbpedia.org/resource/Pierre_Lefebvre","177.8","105.6888"
"http://dbpedia.org/resource/Pierroth_Jr.","176.0","97.0"
"http://dbpedia.org/resource/Pierrothito","154.0","75.0"
"http://dbpedia.org/resource/Pimpinela_Escarlata","176.0","86.0"
"http://dbpedia.org/resource/Pirata_Morgan","176.0","97.0"
"http://dbpedia.org/resource/Piratita_Morgan","140.0","80.0"
"http://dbpedia.org/resource/Plum_Mariko","157.48000000000002","54.8856"
"http://dbpedia.org/resource/Poison_Julie_Sawada","183.0","91.0"
"http://dbpedia.org/resource/Pooja_Dhanda","162.0","57.0"
"http://dbpedia.org/resource/Porkchop_Cash","182.88","107.9568"
"http://dbpedia.org/resource/Portia_Perez","160.02","55.7928"
"http://dbpedia.org/resource/RJ_Brewer","182.88","102.06"
"http://dbpedia.org/resource/Rachel_Summerlyn","170.18","74.844"
"http://dbpedia.org/resource/Radhouane_Chebbi","186.0","117.0"
"http://dbpedia.org/resource/Ragnar_Svensson_(wrestler)","186.0","110.0"
"http://dbpedia.org/resource/Rahman_Bilici","160.0","63.0"
"http://dbpedia.org/resource/Rain_(wrestler)","152.4","56.7"
"http://dbpedia.org/resource/Raj_Singh_(wrestler)","180.34","96.6168"
"http://dbpedia.org/resource/Ramazan_Şahin","170.0","66.0"
"http://dbpedia.org/resource/Rampage_Brown","185.42","105.6888"
"http://dbpedia.org/resource/Ramstein_(wrestler)","175.0","83.0"
"http://dbpedia.org/resource/Ramón_Torres_(wrestler)","180.34","109.7712"
"http://dbpedia.org/resource/Ran_Yu-Yu","160.0","62.0"
"http://dbpedia.org/resource/Randy_Hogan_(wrestler)","182.88","99.792"
"http://dbpedia.org/resource/Randy_Orton","195.57999999999998","113.4"
"http://dbpedia.org/resource/Randy_Rose","187.96","108.864"
"http://dbpedia.org/resource/Randy_Savage","187.96","107.5032"
"http://dbpedia.org/resource/Ranger_Ross","177.8","106.596"
"http://dbpedia.org/resource/Raquel_(wrestler)","152.4","55.7928"
"http://dbpedia.org/resource/Raquel_González_(wrestler)","183.0","79.8336"
"http://dbpedia.org/resource/Raul_Mendoza","170.18","86.184"
"http://dbpedia.org/resource/Raven_(wrestler)","185.42","106.596"
"http://dbpedia.org/resource/Ravinder_Singh_(wrestler)","165.0","59.0"
"http://dbpedia.org/resource/Ray_(wrestler)","162.0","55.0"
"http://dbpedia.org/resource/Ray_Candy","195.57999999999998","154.6776"
"http://dbpedia.org/resource/Ray_González","182.88","127.008"
"http://dbpedia.org/resource/Ray_Gordy","177.8","99.792"
"http://dbpedia.org/resource/Ray_Gunkel","190.5","117.936"
"http://dbpedia.org/resource/Ray_Mendoza","178.0","100.0"
"http://dbpedia.org/resource/Ray_Odyssey","177.8","100.6992"
"http://dbpedia.org/resource/Ray_Rosas","172.72","91.6272"
"http://dbpedia.org/resource/Ray_Stevens_(wrestler)","172.72","106.596"
"http://dbpedia.org/resource/Ray_Takahashi","160.0","57.0"
"http://dbpedia.org/resource/Raymond_Rougeau","175.26","102.9672"
"http://dbpedia.org/resource/Rayo_de_Jalisco_Jr.","186.0","115.0"
"http://dbpedia.org/resource/Rayo_de_Jalisco_Sr.","170.0","93.0"
"http://dbpedia.org/resource/Raziel_(wrestler)","173.0","85.0"
"http://dbpedia.org/resource/Raúl_Romero","169.0","63.0"
"http://dbpedia.org/resource/Rebecca_DiPietro","165.1","56.97216"
"http://dbpedia.org/resource/Rebecca_Muambo","121.92","48.0"
"http://dbpedia.org/resource/Reby_Sky","165.1","52.164"
"http://dbpedia.org/resource/Reckless_Youth","172.72","90.2664"
"http://dbpedia.org/resource/Red_Bastien","182.88","109.7712"
"http://dbpedia.org/resource/Red_Berry_(wrestler)","172.72","88.452"
"http://dbpedia.org/resource/Reggie_Bennett","172.72","112.9464"
"http://dbpedia.org/resource/Reid_Flair","190.5","97.524"
"http://dbpedia.org/resource/Remy_Bonjasky","192.0","108.0"
"http://dbpedia.org/resource/Ren_Narita","182.0","83.0"
"http://dbpedia.org/resource/Rene_Goulet","182.88","107.0496"
"http://dbpedia.org/resource/Imposible_(wrestler)","173.0","80.0"
"http://dbpedia.org/resource/The_Rotation_(wrestler)","176.0","74.0"
"http://dbpedia.org/resource/Tyler_Matrix","180.0","84.0"
"http://dbpedia.org/resource/Joey_Styles__Joey_Styles__1","170.18","77.112"
"http://dbpedia.org/resource/Masada_(wrestler)__Masada__1","182.88","97.9776"
"http://dbpedia.org/resource/Matt_Ghaffari__Matt_Ghaffari__1","182.88","127.008"
"http://dbpedia.org/resource/Matt_Striker__Matt_Striker__1","177.8","101.6064"
"http://dbpedia.org/resource/Matt_Stryker__Matt_Stryker__1","180.34","98.4312"
"http://dbpedia.org/resource/Spenser_Mango","157.0","59.0"
"http://dbpedia.org/resource/Spike_Dudley","172.72","68.04"
"http://dbpedia.org/resource/Spiros_Arion","195.57999999999998","129.276"
"http://dbpedia.org/resource/Stacy_Keibler","180.34","58.968"
"http://dbpedia.org/resource/Stalker_Ichikawa","170.0","42.0"
"http://dbpedia.org/resource/Stan_Hansen","193.04","145.6056"
"http://dbpedia.org/resource/Stan_Holek","190.5","108.864"
"http://dbpedia.org/resource/Stan_Kowalski","189.23","131.544"
"http://dbpedia.org/resource/Stan_Lane","185.42","101.6064"
"http://dbpedia.org/resource/Stan_Stasiak","193.04","122.472"
"http://dbpedia.org/resource/Stancho_Kolev","168.0","62.0"
"http://dbpedia.org/resource/Stanislaus_Zbyszko","152.4","104.328"
"http://dbpedia.org/resource/Stanley_Radwan","180.34","95.256"
"http://dbpedia.org/resource/StarBuck","180.0","102.0"
"http://dbpedia.org/resource/Star_Fire_(wrestler)","158.0","56.0"
"http://dbpedia.org/resource/Star_Jr.","183.0","80.0"
"http://dbpedia.org/resource/Starlight_Kid","150.0","45.0"
"http://dbpedia.org/resource/Starman_(wrestler)","175.0","88.0"
"http://dbpedia.org/resource/Stefan_Kehrer","185.0","96.0"
"http://dbpedia.org/resource/Stefano_(wrestler)","177.8","100.2456"
"http://dbpedia.org/resource/Stelios_Mygiakis","167.0","62.0"
"http://dbpedia.org/resource/Stepan_Maryanyan","168.0","59.0"
"http://dbpedia.org/resource/Stepan_Sarkisyan","164.0","62.0"
"http://dbpedia.org/resource/Stephanie_Bellars","157.48000000000002","53.5248"
"http://dbpedia.org/resource/Stephen_Abas","152.4","61.236"
"http://dbpedia.org/resource/Stephen_Cepello","193.04","129.276"
"http://dbpedia.org/resource/Stephen_Petitpas","190.5","124.74"
"http://dbpedia.org/resource/Steve_Anthony_(wrestler)","177.8","86.184"
"http://dbpedia.org/resource/Steve_Armstrong","185.42","101.6064"
"http://dbpedia.org/resource/Steve_Blackman","187.96","111.132"
"http://dbpedia.org/resource/Steve_Bradley","187.96","111.132"
"http://dbpedia.org/resource/Steve_Casey","193.04","107.9568"
"http://dbpedia.org/resource/Steve_Corino","190.5","109.7712"
"http://dbpedia.org/resource/Steve_DeMarco","185.42","99.792"
"http://dbpedia.org/resource/Steve_DiSalvo","187.96","140.616"
"http://dbpedia.org/resource/Steve_Doll","182.88","108.864"
"http://dbpedia.org/resource/Steve_Keirn","182.88","97.524"
"http://dbpedia.org/resource/Steve_Lawler_(wrestler)","185.42","116.1216"
"http://dbpedia.org/resource/Steve_Lombardi","182.88","112.4928"
"http://dbpedia.org/resource/Steve_Maclin","185.42","102.9672"
"http://dbpedia.org/resource/Steve_Madison","177.8","99.792"
"http://dbpedia.org/resource/Steve_Olsonoski","185.42","104.328"
"http://dbpedia.org/resource/Steve_Regal","182.88","100.6992"
"http://dbpedia.org/resource/Steve_Rickard","185.42","119.7504"
"http://dbpedia.org/resource/Steve_Rizzono","187.96","111.132"
"http://dbpedia.org/resource/Steve_Simpson_(wrestler)","180.34","102.9672"
"http://dbpedia.org/resource/Steve_Veidor","186.69","99.792"
"http://dbpedia.org/resource/Steven_Lewington","187.96","113.4"
"http://dbpedia.org/resource/Stevie_Knight","180.34","92.988"
"http://dbpedia.org/resource/Stevie_Lynn","185.42","86.184"
"http://dbpedia.org/resource/Stevie_Ray","195.57999999999998","132.4512"
"http://dbpedia.org/resource/Stevie_Richards","187.96","104.328"
"http://dbpedia.org/resource/Stigma_(wrestler)","177.8","97.9776"
"http://dbpedia.org/resource/Sting_(wrestler)","187.96","113.4"
"http://dbpedia.org/resource/Yannick_Szczepaniak","188.0","120.0"
"http://dbpedia.org/resource/Yasser_Sakr","180.0","120.0"
"http://dbpedia.org/resource/Yasu_Urano","174.0","87.0"
"http://dbpedia.org/resource/Yasufumi_Nakanoue","182.88","90.72"
"http://dbpedia.org/resource/Yasushi_Kanda","175.0","85.0"
"http://dbpedia.org/resource/Yasushi_Tsujimoto","173.0","80.0"
"http://dbpedia.org/resource/Yekta_Yılmaz_Gül","194.0","120.0"
"http://dbpedia.org/resource/Yelena_Komarova","162.0","55.0"
"http://dbpedia.org/resource/Yevhen_Orlov","185.0","120.0"
"http://dbpedia.org/resource/Yo-Hey","170.0","70.0"
"http://dbpedia.org/resource/Yoji_Anjo","180.0","90.0"
"http://dbpedia.org/resource/Yoko_Bito","170.0","62.0"
"http://dbpedia.org/resource/Yoko_Yamada","155.0","43.0"
"http://dbpedia.org/resource/Yokozuna_(wrestler)","193.04","267.1704"
"http://dbpedia.org/resource/Yoshi-Hashi","180.0","102.0"
"http://dbpedia.org/resource/Yoshi_Tatsu","185.0","102.0"
"http://dbpedia.org/resource/Yoshiaki_Fujiwara","185.0","102.0"
"http://dbpedia.org/resource/Yoshihiro_Fujita","176.0","100.0"
"http://dbpedia.org/resource/Yoshihiro_Momota","178.0","105.0"
"http://dbpedia.org/resource/Yoshihiro_Sakai","186.0","120.0"
"http://dbpedia.org/resource/Yoshihiro_Tajiri","175.0","85.7"
"http://dbpedia.org/resource/Yoshihiro_Takayama","196.0","125.0"
"http://dbpedia.org/resource/Yoshihito_Sasaki","174.0","96.0"
"http://dbpedia.org/resource/Yoshikatsu_Yoshida","161.0","52.0"
"http://dbpedia.org/resource/Yoshikazu_Taru","183.0","111.0"
"http://dbpedia.org/resource/Yoshiko_(wrestler)","160.0","80.0"
"http://dbpedia.org/resource/Yoshiko_Tamura","165.0","70.0"
"http://dbpedia.org/resource/Yoshinari_Ogawa","171.0","82.0"
"http://dbpedia.org/resource/Yoshinobu_Kanemaru","173.0","85.0"
"http://dbpedia.org/resource/Yosuke_Santa_Maria","173.0","73.0"
"http://dbpedia.org/resource/Yota_Tsuji","152.4","102.9672"
"http://dbpedia.org/resource/Younes_Emami","174.0","77.0"
"http://dbpedia.org/resource/Yowlys_Bonne","164.0","61.0"
"http://dbpedia.org/resource/Yuhi_(wrestler)","156.0","53.0"
"http://dbpedia.org/resource/Yuji_Hino","178.0","110.0"
"http://dbpedia.org/resource/Yuji_Nagata","183.0","108.0"
"http://dbpedia.org/resource/Yuji_Okabayashi","178.0","123.0"
"http://dbpedia.org/resource/Yuji_Yasuraoka","180.0","91.0"
"http://dbpedia.org/resource/Yujiro_Takahashi","178.0","90.0"
"http://dbpedia.org/resource/Yuki_Iino","178.0","120.0"
"http://dbpedia.org/resource/Yuki_Ishikawa_(wrestler)","180.0","95.0"
"http://dbpedia.org/resource/Yuki_Kamifuku","173.0","53.0"
"http://dbpedia.org/resource/Yuki_Mashiro","153.0","47.0"
"http://dbpedia.org/resource/Yuki_Miyazaki","160.0","85.0"
"http://dbpedia.org/resource/Yuki_Sato_(wrestler)","172.0","70.0"
"http://dbpedia.org/resource/Yuki_Ueno","174.0","78.0"
"http://dbpedia.org/resource/Yukio_Naya","201.0","110.0"
"http://dbpedia.org/resource/Yuko_Miyamoto","175.0","90.0"
"http://dbpedia.org/resource/Yukon_Eric","185.42","124.74"
"http://dbpedia.org/resource/Yuma_Aoyagi","186.0","90.0"
"http://dbpedia.org/resource/Yumehito_Imanari","167.0","73.0"
"http://dbpedia.org/resource/Yumi_Fukawa","152.0","54.0"
"http://dbpedia.org/resource/Yumi_Ohka","168.0","59.0"
"http://dbpedia.org/resource/Yumiko_Hotta","168.0","72.0"
"http://dbpedia.org/resource/Yun_Won-chol","163.0","59.0"
"http://dbpedia.org/resource/Yuna_Manase","170.0","60.0"
"http://dbpedia.org/resource/Yuri_Maier","181.0","96.0"
"http://dbpedia.org/resource/Yuriy_Koval_(wrestler)","160.0","55.0"
"http://dbpedia.org/resource/Yury_Gusov","167.0","74.0"
"http://dbpedia.org/resource/Yury_Patrikeyev","195.0","120.0"
"http://dbpedia.org/resource/Yusaku_Obata","175.0","90.0"
"http://dbpedia.org/resource/Yusuf_İsmail","187.96","138.348"
"http://dbpedia.org/resource/Yusuke_Kodama","172.0","78.0"
"http://dbpedia.org/resource/Yusuke_Okada_(wrestler)","170.0","82.0"
"http://dbpedia.org/resource/Yusup_Abdusalomov","173.0","84.0"
"http://dbpedia.org/resource/Yutaka_Yoshie","180.0","150.0"
"http://dbpedia.org/resource/Yuu_Yamagata","164.0","62.0"
"http://dbpedia.org/resource/Yuya_Aoki_(wrestler)","177.0","88.0"
"http://dbpedia.org/resource/Yuya_Susumu","170.0","76.0"
"http://dbpedia.org/resource/Yuya_Uemura","180.34","89.8128"
"http://dbpedia.org/resource/Yvon_Cormier","177.8","113.4"
"http://dbpedia.org/resource/Yvon_Robert","182.88","113.4"
"http://dbpedia.org/resource/Yūki_Ōno","165.0","100.0"
"http://dbpedia.org/resource/Zach_Gowen","180.34","70.308"
"http://dbpedia.org/resource/Zack_Gibson","190.5","99.792"
"http://dbpedia.org/resource/Zack_Sabre_Jr.","182.88","89.8128"
"http://dbpedia.org/resource/Zak_Zodiac","185.0","87.0"
"http://dbpedia.org/resource/Zaur_Kuramagomedov","162.0","60.0"
"http://dbpedia.org/resource/Zelimkhan_Huseynov","174.0","60.0"
"http://dbpedia.org/resource/Zeus_(Japanese_wrestler)","181.0","105.0"
"http://dbpedia.org/resource/Zeuxis_(wrestler)","163.0","67.0"
"http://dbpedia.org/resource/Zhirayr_Hovhannisyan","173.0","66.0"
"http://dbpedia.org/resource/Zied_Ayet_Ikram","178.0","74.0"
"http://dbpedia.org/resource/Zoe_Lucas","173.0","52.0"
"http://dbpedia.org/resource/Zoey_Stark","172.72","63.504"
"http://dbpedia.org/resource/Zubair_Jhara_Pehalwan","187.96","95.7096"
"http://dbpedia.org/resource/Zuleyma","162.56","65.3184"
"http://dbpedia.org/resource/Zumbido","173.0","90.0"
"http://dbpedia.org/resource/Águila_Solitaria","175.0","90.0"
"http://dbpedia.org/resource/Ángel_Acevedo","170.18","81.648"
"http://dbpedia.org/resource/Ángel_Azteca","172.0","98.0"
"http://dbpedia.org/resource/Ángel_Azteca_Jr.","171.0","85.0"
"http://dbpedia.org/resource/Ángel_de_Oro","176.0","82.0"
"http://dbpedia.org/resource/Fred_Yehi","175.26","93.8952"
"http://dbpedia.org/resource/Achim_Albrecht__Achim_Albrecht__1","182.88","124.74"
"http://dbpedia.org/resource/Kenta_Kobashi__Kenta_Kobashi__1","186.0","115.0"
"http://dbpedia.org/resource/Kenta_Kobayashi__Kenta_Kobayashi__1","174.0","85.0"
"http://dbpedia.org/resource/Kevin_Kelly_(announcer)__Kevin_Kelly__1","177.8","108.864"
"http://dbpedia.org/resource/Kevin_Randleman__Kevin_Randleman__1","177.8","92.988"
"http://dbpedia.org/resource/Kimberly_Page__Kimberly_Page__1","177.8","60.7824"
"http://dbpedia.org/resource/Anna_Jay","175.26","64.8648"
"http://dbpedia.org/resource/Anthony_Bowens","177.8","92.988"
"http://dbpedia.org/resource/Anthony_Durante","193.04","113.4"
"http://dbpedia.org/resource/Anthony_Henry_(wrestler)","177.8","81.648"
"http://dbpedia.org/resource/Anton_Botev","187.0","120.0"
"http://dbpedia.org/resource/Antonino_Rocca","182.88","101.6064"
"http://dbpedia.org/resource/Antonio_Honda","168.0","80.0"
"http://dbpedia.org/resource/Antonio_Thomas_(wrestler)","185.42","106.596"
"http://dbpedia.org/resource/Anzor_Urishev","177.0","86.0"
"http://dbpedia.org/resource/Aníbal_(wrestler)","178.0","94.0"
"http://dbpedia.org/resource/Aoi_Kizuki","162.0","53.0"
"http://dbpedia.org/resource/Apache_Bull_Ramos","187.96","158.76"
"http://dbpedia.org/resource/Apocalipsis","170.0","90.0"
"http://dbpedia.org/resource/Apollo_Crews","185.42","108.864"
"http://dbpedia.org/resource/Apolo_Dantés","186.0","105.0"
"http://dbpedia.org/resource/Apple_Miyuki","152.0","50.0"
"http://dbpedia.org/resource/April_Hunter","175.26","68.04"
"http://dbpedia.org/resource/Ara_Abrahamian","191.0","84.0"
"http://dbpedia.org/resource/Aram_Margaryan","164.0","66.0"
"http://dbpedia.org/resource/Arawat_Sabejew","190.0","100.0"
"http://dbpedia.org/resource/Arayik_Gevorgyan","165.0","74.0"
"http://dbpedia.org/resource/Archie_Gouldie","187.96","117.936"
"http://dbpedia.org/resource/Ares_(wrestler)","180.34","104.328"
"http://dbpedia.org/resource/Arez_(wrestler)","176.0","69.0"
"http://dbpedia.org/resource/Argenis_(wrestler)","180.0","81.0"
"http://dbpedia.org/resource/Argentina_Apollo","177.8","79.38"
"http://dbpedia.org/resource/Ari_Romero","171.0","99.0"
"http://dbpedia.org/resource/Arik_Cannon","170.18","95.256"
"http://dbpedia.org/resource/Arisa_Hoshiki","167.64000000000001","52.0"
"http://dbpedia.org/resource/Arisa_Nakajima","160.0","60.0"
"http://dbpedia.org/resource/Ariya_Daivari","177.8","86.184"
"http://dbpedia.org/resource/Arjan_Bhullar","185.42","106.596"
"http://dbpedia.org/resource/Arjun_Gill","187.0","89.0"
"http://dbpedia.org/resource/Arman_Adikyan","168.0","70.0"
"http://dbpedia.org/resource/Armand_Rougeau","187.96","102.06"
"http://dbpedia.org/resource/Armando_Estrada","187.96","104.328"
"http://dbpedia.org/resource/Armands_Zvirbulis","177.0","84.0"
"http://dbpedia.org/resource/Armen_Mkrtchyan","153.0","52.0"
"http://dbpedia.org/resource/Armen_Nazaryan","162.0","60.0"
"http://dbpedia.org/resource/Armen_Vardanyan","172.0","66.0"
"http://dbpedia.org/resource/Arn_Anderson","185.42","115.668"
"http://dbpedia.org/resource/Arne_Robertsson","179.0","120.0"
"http://dbpedia.org/resource/Arnold_Skaaland","182.88","108.864"
"http://dbpedia.org/resource/Aron_Stevens","193.04","112.0392"
"http://dbpedia.org/resource/Arsen_Julfalakyan","170.0","74.0"
"http://dbpedia.org/resource/Arshak_Hayrapetyan","170.0","66.0"
"http://dbpedia.org/resource/Art_Barr","185.42","108.864"
"http://dbpedia.org/resource/Artak_Harutyunyan","168.0","65.0"
"http://dbpedia.org/resource/Artak_Hovhannisyan","169.0","58.0"
"http://dbpedia.org/resource/Artem_Surkov","177.0","66.0"
"http://dbpedia.org/resource/Artiom_Kiouregkian","157.0","55.0"
"http://dbpedia.org/resource/Artur_Aleksanyan","185.0","98.0"
"http://dbpedia.org/resource/Artur_Taymazov","190.0","120.0"
"http://dbpedia.org/resource/Arturo_Beristain","171.0","87.0"
"http://dbpedia.org/resource/Arturo_Ruas","180.34","99.792"
"http://dbpedia.org/resource/Arvo_Lindén","166.0","64.0"
"http://dbpedia.org/resource/Tomer_Shalom","187.96","115.668"
"http://dbpedia.org/resource/Asuka_(wrestler)__Asuka__1","160.0","62.0"
"http://dbpedia.org/resource/Asuka_(wrestler,_born_1998)__Asuka__1","174.0","67.0"
"http://dbpedia.org/resource/Atsushi_Maruyama__Atsushi_Maruyama__1","175.0","85.0"
"http://dbpedia.org/resource/Hikaru_Sato__Hikaru_Sato__1","174.0","92.0"
"http://dbpedia.org/resource/Horus_(wrestler)__Horus__1","177.0","90.0"
"http://dbpedia.org/resource/Invader_II__Invader_II__1","180.34","97.0704"
"http://dbpedia.org/resource/Finn_Bálor","180.34","86.184"
"http://dbpedia.org/resource/Fire_(wrestler)","169.0","68.0"
"http://dbpedia.org/resource/Firebreaker_Chip","180.34","110.6784"
"http://dbpedia.org/resource/Firpo_Segura","169.0","89.0"
"http://dbpedia.org/resource/Fishman_(wrestler)","173.0","99.0"
"http://dbpedia.org/resource/Fit_Finlay","187.96","105.6888"
"http://dbpedia.org/resource/Flamita","170.0","73.0"
"http://dbpedia.org/resource/Flash_Flanagan","187.96","104.7816"
"http://dbpedia.org/resource/Flash_Morgan_Webster","175.26","74.844"
"http://dbpedia.org/resource/Flip_Gordon","177.8","94.3488"
"http://dbpedia.org/resource/Flyer_(wrestler)","176.0","77.0"
"http://dbpedia.org/resource/Forastero","187.0","93.0"
"http://dbpedia.org/resource/Nevaeh_(wrestler)","162.56","61.236"
"http://dbpedia.org/resource/New_Jack","182.88","108.864"
"http://dbpedia.org/resource/Nia_Jax","182.88","123.3792"
"http://dbpedia.org/resource/Nick_Aldis","193.04","109.7712"
"http://dbpedia.org/resource/Nick_Berk","177.8","89.8128"
"http://dbpedia.org/resource/Nick_Bockwinkel","177.8","108.864"
"http://dbpedia.org/resource/Nick_Comoroto","190.5","123.8328"
"http://dbpedia.org/resource/Nick_Diaz","185.42","83.916"
"http://dbpedia.org/resource/Nick_Mitchell","187.96","113.4"
